t,x1,x2
0,0,0
10,0.000503484311962,-0.000251659482611
20,0.001782516320183,-0.000816828515334
30,0.003494805238325,-0.001429784551909
40,0.005473398692796,-0.001987890097644
50,0.0076315426453,-0.00245839771858
60,0.00992009976113,-0.002837505332137
70,0.012308338739345,-0.003132523095826
80,0.014775140270754,-0.003354238633312
90,0.017304866213116,-0.003513761756964
100,0.019885333469828,-0.003621319269003
110,0.022506752081568,-0.003685883839466
120,0.025161116849392,-0.00371514689052
130,0.027841821899397,-0.003715622244612
140,0.030543392469148,-0.00369278941712
150,0.033261284122674,-0.003651239048778
160,0.035991724864516,-0.003594806290938
170,0.038731587215085,-0.003526687910723
180,0.041478282776613,-0.003449542971683
190,0.044229674518004,-0.00336557848439
200,0.046984003434884,-0.003276621872927
210,0.049739827068851,-0.003184182109035
220,0.05249596790064,-0.003089501204704
230,0.05525147000499,-0.002993597544809
240,0.058005562636363,-0.002897302332797
250,0.060757629636994,-0.002801290232305
260,0.063507183739448,-0.002706105121201
270,0.066253844985145,-0.002612181731627
280,0.068997322604595,-0.002519863828101
290,0.071737399809254,-0.002429419472849
300,0.073460674241406,-0.001834596823002
310,0.07361971734073,-0.000611175382693
320,0.07290361075724,0.000705857588739
330,0.071648464710213,0.001909861070347
340,0.070028950798166,0.002934915136469
350,0.068144024322787,0.00377338724944
360,0.066055596537784,0.004440027607152
370,0.063806236519932,0.004956596356118
380,0.061427485406731,0.005345509369209
390,0.058943933760563,0.005627410275895
400,0.056123548124419,0.006324207245775
410,0.052920632190009,0.007723663307821
420,0.049614443704077,0.009496446521504
430,0.046318776555348,0.011486593954429
440,0.043075618277886,0.013616603404299
450,0.039896437951971,0.01584509273127
460,0.036780287663653,0.01814781228919
470,0.033721653983378,0.020509047608785
480,0.030713791517261,0.02291765807056
490,0.027750076269388,0.025365195136744
500,0.024824500578059,0.027844962646671
510,0.021931803994492,0.030351511565409
520,0.019067456719592,0.032880341424901
530,0.016227589448734,0.035427705227226
540,0.013408909379296,0.037990470159957
550,0.010608618440273,0.040566011419122
560,0.00782433954321,0.043152127747442
570,0.005054052312872,0.045746972521936
580,0.002296038007196,0.048348996719164
590,5.8595187668084E-05,0.050702103805784
600,-0.001384264715269,0.05274268148945
610,-0.002380462981173,0.054738972454446
620,-0.003100100256777,0.056794142353884
630,-0.00363187934911,0.058940679979081
640,-0.004026271210748,0.061181861058949
650,-0.004314997795712,0.063509798624241
660,-0.004519957783922,0.065913163225657
670,-0.004657425043172,0.068380366928476
680,-0.004740112525665,0.070900773526241
690,-0.004271499573471,0.07245121662391
700,-0.00313553385711,0.072476086896478
710,-0.001874353222923,0.071658214592965
720,-0.000700402532924,0.070328277391035
730,0.000315621584829,0.068656308262231
740,0.001162126735168,0.066737338155631
750,0.001850569161842,0.064629975221796
760,0.002399965491477,0.062374016873499
770,0.002830446474525,0.059998683339978
780,0.003160753851447,0.057526624876809
790,0.003407429608851,0.054975998218908
800,0.003584708356046,0.052361639296427
810,0.00370468159733,0.049695795210945
820,0.003777548977623,0.04698862713599
830,0.003811879812294,0.044248583338284
840,0.003814855370336,0.041482690793788
850,0.003792482585206,0.038696790667851
860,0.003749778231401,0.035895732040253
870,0.003690925811601,0.033083532924325
880,0.003619408398286,0.030263514841677
890,0.003538120760836,0.027438415621762
900,0.003449463848068,0.024610484089568
