t,x1,x2
0,0.0,0.0
10,8.055746091322636E-4,-4.026550272210008E-4
20,0.002852025085562637,-0.00130692515404043
30,0.005591686368311236,-0.002287654459498288
40,0.008757434755794127,-0.003180623011205014
50,0.012210463836708088,-0.003933434933690324
60,0.015872153903826833,-0.004540006897015262
70,0.019693334893344915,-0.0050120351489864046
80,0.023640215922720517,-0.005366779881257134
90,0.027687775973376356,-0.005622016787214542
100,0.03181652209776489,-0.005794108744523461
110,0.03601079036661055,-0.0058974120200755605
120,0.04025777246621405,-0.005944232884905781
130,0.04454689900213529,-0.005944993451179159
140,0.04886941035763056,-0.00590846094034355
150,0.05321803543776625,-0.005841980374930045
160,0.05758673905197935,-0.005751687994891657
170,0.06197051723472775,-0.005642698625783961
180,0.06636522855107387,-0.005519266767754664
190,0.07076745375249693,-0.005384923636450024
200,0.07351300017267026,-0.004412176781599879
210,0.0737033815017192,-0.002400132796857246
220,0.07246855507344382,-2.285506793907391E-4
230,0.07035911949745785,0.0017621662914181838
240,0.06766077681713692,0.0034628570511699777
250,0.06453505961763746,0.004860218518985632
260,0.060672155388239335,0.006799398626567057
270,0.05604057904727297,0.00975903667678334
280,0.05112541027686323,0.01321619737216486
290,0.04613400589410396,0.016931585580710614
300,0.04115173892878535,0.020792873256842016
310,0.03621088253212191,0.024745029305685312
320,0.031321003136193626,0.028759264577305765
330,0.026482307776642115,0.0328191273885692
340,0.021691452454964108,0.0369142261239391
350,0.0169440245306729,0.04103735197642787
360,0.012235564822972188,0.04518312440894559
370,0.007561954511414819,0.04934732436519791
380,0.003750219472506061,0.05311133501642307
390,0.0012452460576630534,0.05637070120440446
400,-5.21666346748953E-4,0.05956198557086422
410,-0.0018289897775002686,0.06285263981421904
420,-0.0028222782911119237,0.06629496417335932
430,-0.003584602105912528,0.06989372133988864
440,-0.0033470444656657633,0.07199241831533319
450,-0.0019445288716132547,0.07168527780828693
460,-2.718854899307621E-4,0.0700716491998452
470,0.0013147067055347406,0.06767954173570988
480,0.0026914543024100894,0.06477707763620373
490,0.0038321535958702017,0.06151165362403274
500,0.00474927780063189,0.057972527718518976
510,0.005468580629383511,0.054219307527461645
520,0.0060184484559374744,0.05029520000666293
530,0.006425695924262089,0.046233405417023116
540,0.006714137129784074,0.04206038865789729
550,0.006904318675768366,0.03779769663833862
560,0.0070137098740579995,0.03346307267803649
570,0.007057046752469506,0.02907121021147107
580,0.007046703090195056,0.024634305344344368
590,0.0069930387789007235,0.02016248554582483
600,0.006904708957414463,0.015664154242402004
610,0.006788931200482594,0.01114627357057895
620,0.006241062683544589,0.007436170379769439
630,0.005165418936756182,0.004982036082127716
640,0.004000039178591211,0.003228476071329333
650,0.002915856417014642,0.001905861771009031
660,0.0019690561017928197,8.750144918105653E-4
670,0.0011680582869543718,5.773416704116772E-5
680,5.027286547452992E-4,-5.945065512140367E-4
690,-4.3083440105099575E-5,-0.001114863417747732
700,-4.863353215582677E-4,-0.0015278140653302524
710,-8.427758850662109E-4,-0.001852421895494367
720,-0.0011263004755743948,-0.002104032164053019
730,-0.001348873971373598,-0.0022952333661660895
740,-0.001520672721793198,-0.002436459638363451
750,-0.001650295650327481,-0.002536406056628406
760,-0.0017449825542763667,-0.0026023374764597386
770,-0.0018108158359702625,-0.0026403303994931367
780,-0.0018528982553225142,-0.002655468507497224
790,-0.0018755060512001378,-0.0026520036518359767
800,-0.001882219359085357,-0.0026334897432441504
810,-0.00187603264568597,-0.0026028947095045117
820,-0.0018594479374777926,-0.002562694383203022
830,-0.0018345533964723047,-0.002514951354119304
840,-0.0018030894880002267,-0.002461381244466104
850,-0.0017665046723250504,-0.002403408433428055
860,-0.0017260022648321156,-0.002342212917700331
